Dataset   Point Species  Nom      T_1           T_2           T_3           T_4           T_5           T_6           T_7           T_8           T_9           T_10
x30204001   35   CO2   2.12E-07   9.59E-08   4.44E-08   5.26E-08   6.23E-08   7.40E-08   8.79E-08   1.05E-07   1.25E-07   1.49E-07   1.77E-07
x30204001   36   CO2   9.82E-07   4.32E-07   1.93E-07   2.30E-07   2.75E-07   3.29E-07   3.95E-07   4.73E-07   5.67E-07   6.81E-07   8.18E-07
x30204001   37   CO2   4.67E-06   2.03E-06   8.87E-07   1.07E-06   1.28E-06   1.54E-06   1.85E-06   2.23E-06   2.68E-06   3.23E-06   3.88E-06
x30204001   38   CO2   2.33E-05   1.01E-05   4.36E-06   5.24E-06   6.31E-06   7.60E-06   9.16E-06   1.10E-05   1.33E-05   1.60E-05   1.93E-05
x30204001   39   CO2   0.000116679   5.01E-05   2.16E-05   2.61E-05   3.14E-05   3.79E-05   4.56E-05   5.50E-05   6.64E-05   8.01E-05   9.67E-05
x30204001   40   CO2   0.000573327   0.000243162   0.000104013   0.00012554   0.000151573   0.000183066   0.000221186   0.000267349   0.00032329   0.00039112   0.000473416
x30204001   41   CO2   0.00303716   0.00125875   0.000528869   0.00064059   0.000776356   0.000941464   0.00114241   0.00138717   0.00168553   0.00204952   0.00249396
x30204001   42   CO2   0.0410469   0.01621   0.00652173   0.00797185   0.00975291   0.0119426   0.014637   0.017956   0.0220479   0.0270974   0.0333347
x30204001   43   CO2   0.252229   0.0960725   0.0373255   0.0459742   0.0566821   0.0699505   0.086409   0.106843   0.132238   0.163831   0.203177
x30204001   45   CO2   4278.89   4291.67   4298.64   4297.41   4296.02   4294.44   4292.65   4290.61   4288.28   4285.59   4282.49
x30204001   46   CO2   4231.49   4269.48   4286.13   4283.35   4280.13   4276.38   4271.97   4266.76   4260.5   4252.9   4243.47
x30204001   47   CO2   198.762   4193.65   4256.68   4248.19   4237.55   4223.83   4205.45   4179.33   4138.37   4059.69   3749.21
x30204001   48   CO2   0.183959   1.00467   2096.06   49.3269   8.78683   3.05186   1.39363   0.749675   0.456963   0.309218   0.229337
x30204001   49   CO2   0.00881659   0.00653761   0.0255633   0.00369324   1.33E-05   0.00205965   0.00514471   0.00772602   0.00926293   0.0098752   0.00961771
x30204001   50   CO2   0.358172   0.380543   0.267792   0.314579   0.346622   0.366721   0.377629   0.382166   0.381192   0.376337   0.368315
x30204001   51   CO2   0.694958   0.786268   0.811284   0.816048   0.813664   0.80606   0.793779   0.777862   0.759802   0.739682   0.71804
x30204001   52   CO2   0.640592   0.745142   0.812235   0.803217   0.790019   0.773675   0.755206   0.734694   0.712234   0.689246   0.665342
x30204001   1   HCN   0.000549518   0.000465981   0.000361249   0.000385484   0.000409326   0.000432582   0.000455097   0.000476601   0.000496951   0.000515989   0.000533555
x30204001   2   HCN   0.000548609   0.000541642   0.000499076   0.000511529   0.000522378   0.000531422   0.000538686   0.000544149   0.000547888   0.000549818   0.000550006
x30204001   3   HCN   0.000428647   0.000467935   0.000491349   0.00048818   0.000483727   0.000478148   0.000471559   0.000464109   0.000455942   0.000447204   0.000438057
x30204001   4   HCN   0.000275666   0.000278607   0.000297045   0.00029177   0.00028714   0.000283171   0.000279937   0.000277466   0.000275775   0.000274899   0.000274843
x30204001   5   HCN   0.000323893   0.000276482   0.000251252   0.000255233   0.000260081   0.000265883   0.000272688   0.000280553   0.000289528   0.000299686   0.000311134
x30204001   6   HCN   0.000434597   0.000341845   0.000282521   0.000293368   0.000305455   0.000318889   0.000333805   0.000350295   0.000368486   0.000388513   0.000410443
x30204001   7   HCN   0.00166844   0.00115535   0.000811976   0.000876835   0.000947741   0.00102527   0.00111004   0.00120272   0.00130395   0.00141477   0.00153593
x30204001   8   HCN   0.00280031   0.00190737   0.0013106   0.00142325   0.00154646   0.00168121   0.00182857   0.00198975   0.00216603   0.00235881   0.00256968
x30204001   9   HCN   0.00582401   0.00392372   0.00265344   0.00289317   0.00315541   0.00344226   0.003756   0.00409915   0.00447438   0.00488472   0.00533347
x30204001   10   HCN   0.012475   0.00837038   0.00562332   0.00614211   0.00670954   0.00732983   0.00800792   0.00874943   0.00956015   0.0104465   0.0114155
x30204001   11   HCN   0.0263788   0.0176688   0.0118414   0.0129422   0.0141458   0.0154612   0.0169001   0.018473   0.0201928   0.0220733   0.0241299
x30204001   12   HCN   0.0559635   0.0374016   0.0250291   0.0273639   0.0299172   0.0327112   0.0357674   0.0391114   0.0427712   0.0467762   0.0511619
x30204001   13   HCN   0.121805   0.0809687   0.0540033   0.0590762   0.0646329   0.070722   0.0773952   0.0847113   0.0927361   0.101539   0.111198
x30204001   14   HCN   0.269488   0.177349   0.117408   0.128621   0.140939   0.154476   0.169359   0.185728   0.203744   0.223574   0.245417
x30204001   15   HCN   0.599348   0.388785   0.254323   0.279291   0.306825   0.337199   0.37073   0.407759   0.448675   0.493914   0.543956
x30204001   16   HCN   1.40432   0.894174   0.575207   0.633922   0.69896   0.771042   0.85098   0.939682   1.03814   1.14753   1.26911
x30204001   17   HCN   5.39949   3.33488   2.08213   2.30969   2.56355   2.84683   3.16311   3.51643   3.91132   4.35281   4.84678
x30204001   18   HCN   13.8412   8.39527   5.13992   5.72702   6.38452   7.12089   7.94597   8.87099   9.90802   11.0713   12.3765
x30204001   19   HCN   26.5887   13.1091   5.99108   7.19226   8.58714   10.2029   12.0704   14.2243   16.7047   19.5566   22.8315
x30204001   21   HCN   12.0677   37.5846   63.6956   58.0238   52.2568   46.4176   40.5333   34.6379   28.775   23.0015   17.3948
x30204001   24   HCN   8.10707   7.92091   7.30607   7.55977   7.71142   7.81452   7.88953   7.94869   7.99735   8.03863   8.07455
x30204001   25   HCN   0.00733318   0.0100681   0.0145993   0.0133504   0.0122577   0.0113092   0.0104601   0.00970186   0.00901531   0.00840317   0.00784132
x30204001   1   NO   0.0206985   0.0271747   0.0349539   0.0331235   0.0313423   0.0296347   0.027975   0.0263861   0.024866   0.0234127   0.0220242
x30204001   2   NO   0.0108685   0.0149633   0.0201113   0.0188649   0.0176771   0.0165462   0.0154704   0.0144477   0.0134929   0.0125707   0.0116965
x30204001   3   NO   0.00495273   0.00729323   0.0104153   0.00964878   0.00892496   0.00824222   0.007599   0.00699375   0.00642497   0.00590207   0.00540136
x30204001   4   NO   0.00110482   0.00156953   0.00233623   0.00213521   0.00194949   0.00178418   0.00163764   0.00150287   0.00138441   0.00128094   0.00118637
x30204001   5   NO   0.000590928   0.000691343   0.000877604   0.000823865   0.00077972   0.000740642   0.000706331   0.000676516   0.000650955   0.000625886   0.000608281
x30204001   6   NO   0.000520784   0.000543673   0.000608281   0.000590928   0.000573825   0.000560324   0.000546983   0.000540373   0.000530533   0.000527274   0.000524024
x30204001   7   NO   0.000791639   0.000654576   0.000556973   0.000577225   0.000594378   0.000618814   0.000640151   0.000665501   0.000695075   0.000725292   0.000756153
x30204001   8   NO   0.00107673   0.000848457   0.000687621   0.000717678   0.00075226   0.000787656   0.000827938   0.000869226   0.000915802   0.000967999   0.00102164
x30204001   9   NO   0.0017782   0.00134774   0.00103528   0.00109542   0.00116208   0.00123071   0.00130643   0.00138441   0.00147552   0.00156953   0.00166644
x30204001   10   NO   0.00315062   0.00232254   0.0017307   0.00184455   0.00196832   0.00210259   0.00224801   0.00239829   0.00256778   0.00274306   0.00293947
x30204001   11   NO   0.00573986   0.00415025   0.00302461   0.00323875   0.0034769   0.00373216   0.00400543   0.00429763   0.00461937   0.00496271   0.00532869
x30204001   12   NO   0.0107801   0.00767331   0.00549553   0.00591297   0.00636829   0.00685223   0.00739039   0.00796155   0.00858019   0.00926287   0.00998583
x30204001   13   NO   0.0212321   0.0148422   0.0104587   0.0113013   0.0122078   0.0131981   0.0142609   0.0154351   0.0166924   0.0180751   0.0195921
x30204001   14   NO   0.043356   0.0296836   0.020556   0.0222985   0.0241779   0.0262252   0.0284751   0.0309421   0.0336414   0.0365891   0.0398018
x30204001   15   NO   0.0907243   0.0606884   0.041142   0.0448143   0.0488313   0.0532494   0.0580977   0.0634426   0.0692835   0.0757712   0.0828754
x30204001   16   NO   0.202787   0.132133   0.087341   0.0956129   0.104809   0.114907   0.126073   0.138441   0.152161   0.16734   0.184151
x30204001   17   NO   0.744778   0.466089   0.295717   0.326785   0.361362   0.399825   0.442777   0.490596   0.543998   0.603677   0.670286
x30204001   18   NO   1.87812   1.14753   0.709845   0.788962   0.877429   0.976329   1.08715   1.2114   1.3506   1.50658   1.68153
x30204001   19   NO   6.19943   3.69669   2.22773   2.49085   2.78637   3.11894   3.49247   3.91316   4.38652   4.91984   5.521
x30204001   23   NO   69.8395   67.9352   64.5195   38.1999   2.40501   58.9697   65.8983   69.3094   70.7456   71.0722   70.6913
x30204001   24   NO   63.0263   70.6457   74.3837   74.3297   73.7079   72.6703   71.3753   69.8839   68.2648   66.5655   64.8183
x30204001   25   NO   55.0961   63.2821   71.7239   69.8579   67.9712   66.0973   64.217   62.3512   60.5006   58.6778   56.8722
x30204003   4   CO   524.44   583.53   624.902   616.99   608.383   599.037   588.906   577.939   566.082   553.267   539.419
x30204003   5   CO   283.64   429.019   517.001   500.188   481.986   462.21   440.609   416.83   390.356   360.394   325.63
x30204003   6   CO   0.158576   0.884039   297.852   248.108   176.934   30.3123   2.98473   0.544259   0.354912   0.267247   0.205889
x30204003   7   CO   10.7598   11.8418   13.4689   13.0413   12.6584   12.3097   11.9903   11.6994   11.4308   11.1857   10.9617
x30204003   8   CO   9.74863   10.0898   10.7714   10.5895   10.4237   10.2772   10.1478   10.0368   9.94081   9.86117   9.79768
x30204003   9   CO   9.98395   9.73283   9.76918   9.73599   9.71704   9.71231   9.72336   9.74705   9.78501   9.83734   9.90413
x30204003   10   CO   11.325   10.5204   9.99195   10.0866   10.193   10.3145   10.4483   10.5961   10.7582   10.9332   11.1215
x30204003   1   NO   0.40303   0.552881   0.680215   0.65398   0.626472   0.597931   0.568107   0.53727   0.505226   0.472168   0.43809
x30204003   2   NO   0.775142   1.16408   1.50088   1.43108   1.35855   1.28289   1.20436   1.1231   1.03933   0.953195   0.864989
x30204003   3   NO   1.09658   1.99094   2.81182   2.63959   2.46127   2.27707   2.08748   1.89347   1.69586   1.49603   1.29559
x30204003   8   NO   110.345   114.602   117.968   117.299   116.586   115.827   115.017   114.168   113.277   112.343   111.362
x30204003   9   NO   99.5086   105.25   110.298   109.236   108.148   107.016   105.847   104.645   103.407   102.14   100.84
x30204003   10   NO   92.7201   99.6907   106.159   104.773   103.353   101.908   100.437   98.9386   97.4196   95.8719   94.308
x30204003   11   NO   89.8965   97.9266   105.629   103.95   102.253   100.534   98.8015   97.047   95.2802   93.4961   91.7013
x30204003   12   NO   79.1056   87.6662   96.1067   94.2486   92.3785   90.4999   88.6138   86.7211   84.8198   82.9189   81.0139
x30204003   18   NO   3.76585   6.42803   9.86299   9.03151   8.24072   7.48695   6.77154   6.09487   5.45647   4.85527   4.29151
x30204003   19   NO   0.618621   1.82195   3.72997   3.24209   2.79173   2.37723   1.99844   1.65471   1.34537   1.07007   0.827814
x30204003   20   NO   0.512177   0.0366419   0.127683   0.0544597   0.0122547   0.000123186   0.017319   0.0629766   0.136164   0.236102   0.361808
x30204003   21   NO   5.29272   3.32623   1.7372   2.05314   2.39092   2.75005   3.12912   3.52771   3.94379   4.37815   4.82749
x30204003   22   NO   13.3396   10.438   7.71824   8.30361   8.89978   9.50749   10.1259   10.754   11.39   12.033   12.6842
x30204003   23   NO   24.1218   20.6817   17.2428   18.0043   18.7666   19.5329   20.2996   21.066   21.8326   22.5972   23.362
x30204003   24   NO   39.0853   35.3442   31.4358   32.3162   33.1913   34.0567   34.9172   35.7684   36.6132   37.4475   38.2724
x30204003   25   NO   53.7321   50.1351   46.2435   47.1325   48.0065   48.8692   49.7179   50.5498   51.3688   52.1721   52.9615
x30204004   3   CO   464.175   537.45   589.23   579.311   568.536   556.842   544.171   530.463   515.659   499.707   482.559
x30204004   6   CO   262.967   356.51   441.362   423.545   405.094   386.054   366.479   346.431   325.976   305.193   284.16
x30204004   7   CO   267.077   346.707   421.416   405.414   389.041   372.33   355.317   338.036   320.528   302.837   285.004
x30204004   8   CO   291.532   358.271   420.953   407.454   393.697   379.695   365.467   351.026   336.391   321.583   306.623
x30204004   9   CO   327.396   383.683   436.049   424.788   413.307   401.612   389.709   377.607   365.314   352.84   340.197
x30204004   10   CO   150.577   212.678   275.836   261.854   247.821   233.759   219.698   205.671   191.707   177.846   164.121
x30204004   12   CO   18.018   0.00102755   14.9038   9.28306   4.89378   1.8396   0.229369   0.17662   1.8004   5.22587   10.5852
x30204004   6   NO   204.413   250.038   291.51   282.724   273.677   264.395   254.878   245.147   235.213   225.101   214.829
x30204004   10   NO   3242.28   4169.64   5101.51   4895.47   4688.61   4481.2   4273.49   4065.83   3858.54   3651.92   3446.41
x30204004   13   NO   219.063   8.45656   52.8388   26.0283   8.32615   0.377973   2.94714   16.9589   43.5974   84.4379   141.758
x30204004   23   NO   1165.74   1282.31   1401.32   1374.7   1348.16   1321.75   1295.42   1269.22   1243.16   1217.2   1191.4
x30204004   24   NO   975.632   1086.14   1200.17   1174.56   1149.09   1123.79   1098.65   1073.67   1048.88   1024.27   999.868
x30204004   25   NO   767.396   869.166   975.561   951.535   927.722   904.143   880.765   857.61   834.698   812.031   789.596
x30204004   26   NO   608.754   701.078   798.784   776.635   754.719   733.071   711.663   690.542   669.681   649.098   628.778
x30204004   27   NO   477.151   559.52   647.778   627.667   607.832   588.302   569.038   550.069   531.395   513.019   494.941
x30204005   2   CO   46.4059   0.104044   17.9345   12.4598   7.51736   3.45496   0.749979   0.0656154   2.35461   9.04591   22.4161
x30204005   3   CO   51.7066   1232.13   61.4818   108.649   188.526   337.535   699.513   4997.14   29.7704   11.55   35.759
x30204005   6   CO   96.1257   94.5837   92.2581   92.8665   93.4169   93.9167   94.3712   94.7865   95.1665   95.5141   95.833
x30204005   25   CO   7.62163   9.92467   12.4158   11.8474   11.2877   10.7357   10.1929   9.65947   9.13447   8.61948   8.11549
x30204005   26   CO   3.03894   4.73623   6.71   6.24962   5.80113   5.36573   4.94319   4.53324   4.13763   3.75724   3.38998
x30204005   27   CO   0.565564   1.50833   2.82988   2.50651   2.19959   1.90947   1.6376   1.3839   1.14913   0.934109   0.739347
x30204005   28   CO   0.186758   0.0102562   0.370425   0.248196   0.149186   0.0746731   0.0252661   0.00189357   0.00539295   0.0366785   0.0968662
x30204005   1   NO   9.8877   10.5526   11.0384   10.9429   10.8408   10.7315   10.6142   10.4886   10.3539   10.2095   10.0543
x30204005   2   NO   9.16121   10.714   11.7227   11.5284   11.3187   11.0918   10.8454   10.5766   10.2812   9.95357   9.58499
x30204005   3   NO   0.145231   5.54421   9.43263   8.98343   8.43979   7.72893   6.61113   2.07997   0.0214014   0.078014   0.117975
x30204005   4   NO   0.0448515   0.0465911   0.0192154   0.0292126   0.0367326   0.0420005   0.045454   0.0473794   0.048039   0.0477558   0.0466443
x30204005   5   NO   0.179621   0.219222   0.247017   0.242505   0.236954   0.2304   0.223087   0.21514   0.206737   0.197967   0.188839
x30204005   6   NO   0.180006   0.233238   0.286898   0.275162   0.263274   0.251291   0.239239   0.227229   0.215252   0.203358   0.191595
x30204005   7   NO   0.0314913   0.0590342   0.0934658   0.0852894   0.0774371   0.0698687   0.0625544   0.0556443   0.0490323   0.0427886   0.0369354
x30204005   8   NO   0.0607464   0.0982565   0.14387   0.133068   0.122666   0.11259   0.102926   0.0936775   0.084813   0.0763565   0.0683439
x30204005   9   NO   0.0966125   0.142141   0.196278   0.183527   0.171205   0.159241   0.147733   0.136678   0.125971   0.115759   0.105941
x30204005   10   NO   0.0319252   0.0596626   0.0962892   0.0873543   0.078903   0.0708816   0.0633047   0.0561559   0.0494481   0.0431549   0.0373233
x30204005   11   NO   0.00238255   0.0127705   0.0316571   0.0267117   0.0221947   0.0181191   0.0144357   0.0112072   0.00838674   0.00596994   0.00397019
x30204005   12   NO   9.41E-05   0.00511353   0.0180273   0.0144561   0.011291   0.0085217   0.0061504   0.00418343   0.00257971   0.00137239   0.000545598
x30204005   13   NO   0.012256   0.00261774   9.02E-05   1.66E-05   0.000310428   0.000965787   0.00198083   0.00334661   0.00506848   0.00712705   0.0095244
x30204005   14   NO   0.0122097   0.00291895   1.41E-05   8.58E-05   0.000488388   0.00122072   0.0022719   0.00364697   0.00533347   0.00732495   0.00962054
x30204005   15   NO   0.113355   0.0796963   0.051312   0.0571366   0.0632454   0.069619   0.0762668   0.0831515   0.0903509   0.0977415   0.105423
