Dataset   Point Species  Nom      T_1           T_2           T_3           T_4           T_5           T_6           T_7           T_8           T_9           T_10
x30205009   5   HCN   0.0433464   0.0316022   0.0233019   0.0249109   0.0266451   0.0285155   0.0305334   0.0327127   0.0350678   0.037613   0.0403656
x30205009   6   HCN   0.0807355   0.057505   0.0414106   0.0445016   0.0478498   0.0514791   0.0554141   0.0596835   0.064314   0.0693437   0.0748044
x30205009   7   HCN   0.318209   0.219472   0.152198   0.165003   0.178946   0.194127   0.210661   0.228664   0.248269   0.269623   0.29288
x30205009   8   HCN   0.646767   0.443178   0.304386   0.330798   0.359561   0.390885   0.425   0.462147   0.502596   0.546633   0.594577
x30205009   9   HCN   1.10885   0.75884   0.51955   0.565128   0.614744   0.668751   0.727534   0.791502   0.861106   0.936842   1.01923
x30205009   10   HCN   2.25874   1.54823   1.05996   1.15315   1.2545   1.36468   1.48448   1.61469   1.75621   1.91002   2.07715
x30205009   11   HCN   4.64265   3.19146   2.19089   2.38223   2.59007   2.81583   3.06104   3.32737   3.61663   3.9308   4.27199
x30205009   12   HCN   9.35834   6.43728   4.4301   4.8139   5.23073   5.68355   6.17552   6.71017   7.2913   7.92321   8.61059
x30205009   13   HCN   15.9533   10.9271   7.51374   8.16439   8.87206   9.64202   10.4804   11.3936   12.3889   13.4743   14.6591
x30205009   14   HCN   33.7259   22.6513   15.4155   16.7784   18.2691   19.9018   21.6917   23.6571   25.818   28.1978   30.8234
x30205009   15   HCN   31.8859   15.7631   7.43774   8.85242   10.4862   12.3721   14.5501   17.0675   19.9817   23.3621   27.2947
x30205009   16   HCN   16.4114   27.2034   721.518   95.4107   48.18   35.3369   29.2851   25.4602   22.6052   20.26   18.2275
x30205009   17   HCN   4.20769   2.18968   0.712116   0.986889   1.29355   1.63053   1.99632   2.38961   2.80886   3.2527   3.71953
x30205009   18   HCN   14.1401   11.0977   8.1896   8.81914   9.45896   10.1083   10.7659   11.4306   12.1017   12.7777   13.4575
x30205009   19   HCN   24.6313   21.5401   18.3598   19.0708   19.78   20.4867   21.1899   21.8893   22.5837   23.2727   23.9544
x30205009   1   NO   0.218404   0.241283   0.268663   0.262191   0.255947   0.249926   0.24405   0.23846   0.233078   0.227969   0.223056
x30205009   2   NO   0.185297   0.19903   0.216955   0.212572   0.208436   0.20454   0.200814   0.197319   0.19405   0.190938   0.188043
x30205009   3   NO   0.1664   0.173837   0.184027   0.181499   0.179114   0.17687   0.174824   0.172852   0.171075   0.169368   0.16785
x30205009   4   NO   0.15666   0.15555   0.156484   0.156075   0.155783   0.155608   0.15555   0.15555   0.155667   0.1559   0.156192
x30205009   5   NO   0.163519   0.158008   0.15491   0.155434   0.156017   0.156718   0.157538   0.158537   0.159598   0.160781   0.162088
x30205009   6   NO   0.181562   0.170037   0.161909   0.163459   0.165137   0.166943   0.168942   0.171136   0.173467   0.175938   0.178677
x30205009   7   NO   0.0930841   0.0725902   0.0580202   0.0608403   0.0638773   0.0671802   0.0707241   0.0745615   0.0786665   0.083138   0.0879089
x30205009   8   NO   0.103981   0.0725617   0.0511821   0.0552231   0.0596712   0.0645178   0.0697887   0.0755112   0.0817561   0.088514   0.0959077
x30205009   9   NO   0.118662   0.0751185   0.0467614   0.0520129   0.0578294   0.0642553   0.0712973   0.0790812   0.0876199   0.0970127   0.107321
x30205009   10   NO   0.0220998   0.0022194   0.00135909   0.000380922   2.24E-06   0.000300976   0.00136461   0.0033068   0.00622387   0.0102365   0.0154832
x30205009   11   NO   0.230501   0.111964   0.045822   0.0570887   0.0701454   0.0851983   0.102429   0.122132   0.144473   0.169796   0.198359
x30205009   12   NO   0.102413   0.0120586   0.00400258   0.000759878   9.29E-05   0.00234533   0.00791191   0.0172139   0.0307431   0.0490316   0.0727022
x30205009   13   NO   0.391158   0.118808   0.0135556   0.0266772   0.0450589   0.0694176   0.100496   0.139158   0.18637   0.243283   0.311041
x30205009   14   NO   1.69922   0.749884   0.273184   0.350884   0.443007   0.551448   0.678573   0.826816   0.999179   1.19923   1.43104
x30205009   15   NO   4.63876   1.88871   0.65617   0.849632   1.08288   1.36278   1.69774   2.09735   2.57416   3.14304   3.82348
x30205009   16   NO   100.705   104.547   22.6714   62.7501   87.554   98.7828   103.502   105.049   104.965   103.989   102.504
x30205009   17   NO   78.0193   88.8303   98.3676   96.4757   94.4185   92.2409   89.9865   87.6681   85.3026   82.8976   80.4668
x30205009   23   NO   0.900057   0.000150513   0.841901   0.506326   0.255363   0.089096   0.00833144   0.0135267   0.10514   0.283108   0.548368
x30205009   24   NO   13.1329   7.04332   2.84844   3.61784   4.47857   5.43462   6.48373   7.62608   8.86106   10.1919   11.6158
x30205009   25   NO   25.0483   16.2403   9.32779   10.6981   12.1633   13.7233   15.3785   17.1257   18.9681   20.9022   22.9302
x30205010   16   HCN   3.1257   2.17054   1.49672   1.62659   1.76712   1.91911   2.08346   2.26107   2.45299   2.66028   2.8841
x30205010   17   HCN   5.17663   3.62999   2.52893   2.74205   2.97211   3.2204   3.48826   3.77718   4.08873   4.42454   4.78656
x30205010   18   HCN   10.0465   7.11886   5.02074   5.42834   5.86754   6.34042   6.84974   7.39818   7.98865   8.62456   9.30921
x30205010   19   HCN   19.24   13.6962   9.73827   10.5073   11.3355   12.2275   13.1882   14.2235   15.3393   16.5423   17.8398
x30205010   20   HCN   36.9985   26.1847   18.6254   20.0855   21.6621   23.3656   25.2078   27.201   29.3599   31.7001   34.2396
x30205010   21   HCN   132.684   87.6497   59.9122   65.0581   70.7251   76.981   83.9063   91.5972   100.167   109.753   120.524
x30205010   22   HCN   321.633   168.993   100.948   112.536   125.811   141.127   158.95   179.918   204.919   235.266   273.007
x30205010   23   HCN   20.7971   930.64   218.225   266.666   336.304   451.206   701.974   653.334   139.559   55.7928   31.1748
x30205010   24   HCN   5.43347   13.0674   88.0234   43.1549   26.9465   19.1777   14.6851   11.7176   9.56727   7.90262   6.55555
x30205010   25   HCN   0.0740711   1.18518   4.60781   3.50199   2.64245   1.96039   1.41501   0.980575   0.64032   0.381726   0.19547
x30205010   26   HCN   1.09738   0.182722   0.0776737   0.012846   0.00220524   0.0409901   0.125005   0.25032   0.413475   0.610961   0.840009
x30205010   27   HCN   8.2747   5.92212   3.69808   4.17205   4.65938   5.1578   5.66554   6.1798   6.70023   7.22373   7.74876
x30205010   28   HCN   10.5972   8.26335   5.91034   6.42795   6.94955   7.47432   8.0005   8.52603   9.04933   9.56994   10.0863
x30205010   29   HCN   18.642   16.1768   13.474   14.0911   14.6998   15.2988   15.8867   16.4639   17.0284   17.5797   18.1183
x30205010   1   NO   4.73923   5.23138   5.66663   5.57479   5.47999   5.38266   5.28256   5.17979   5.07381   4.96508   4.85372
x30205010   2   NO   4.24676   4.84088   5.37514   5.26142   5.14499   5.02566   4.90326   4.77764   4.64929   4.51809   4.38394
x30205010   3   NO   2.71359   3.37734   3.99706   3.86373   3.72794   3.58939   3.44864   3.30574   3.16048   3.01323   2.86413
x30205010   4   NO   2.40346   3.29624   4.15543   3.96853   3.77917   3.58758   3.39376   3.19806   3.00089   2.80222   2.60311
x30205010   5   NO   1.97263   3.19657   4.42273   4.15338   3.88184   3.60863   3.33418   3.05931   2.78455   2.51113   2.24
x30205010   6   NO   0.0111115   1.06957   2.93622   2.49116   2.05893   1.64452   1.25374   0.8944   0.576379   0.311731   0.116412
x30205010   7   NO   4.42096   22.6933   38.7068   35.4091   31.9642   28.3703   24.623   20.7268   16.6938   12.5585   8.40323
x30205010   8   NO   86.9276   1.54384   288.834   252.331   206.545   143.95   48.419   17.3535   48.7773   68.9815   80.5693
x30205010   9   NO   85.4707   89.1566   57.9484   73.2366   81.8608   86.4781   88.673   89.3577   89.1106   88.2573   86.9973
x30205010   10   NO   72.0135   81.1324   87.5977   86.6611   85.3583   83.796   82.0535   80.1785   78.2193   76.196   74.1258
x30205010   11   NO   43.7913   52.8144   61.8918   59.892   57.8766   55.8573   53.8258   51.8038   49.7814   47.7765   45.774
x30205010   12   NO   23.0083   30.2429   37.9738   36.2275   34.4952   32.7789   31.0831   29.4153   27.7647   26.1446   24.5628
x30205010   13   NO   3.83807   7.4618   12.0687   10.9693   9.91156   8.89773   7.92824   7.0095   6.13607   5.31576   4.55059
x30205010   14   NO   0.856394   0.00989064   0.491055   0.276013   0.121785   0.0290936   8.43E-05   0.0362064   0.13842   0.308576   0.547363
x30205010   15   NO   9.14082   4.66515   1.72364   2.24744   2.84523   3.51726   4.26236   5.08665   5.98487   6.95908   8.0125
x30205011   1   CH4   0.000404385   0.000273542   0.000271598   0.000271598   0.000271737   0.000272153   0.000272847   0.000274795   0.000280401   0.00029683   0.000336008
x30205011   2   CH4   0.00161831   0.000216977   0.00823483   0.00523162   0.00296186   0.00141276   0.000485584   5.97E-05   3.05E-05   0.00031862   0.000863519
x30205011   3   CH4   0.020682   0.0280397   0.0354973   0.0337281   0.0320413   0.0304159   0.0288279   0.0272514   0.0256679   0.0240572   0.0223997
x30205011   4   CH4   0.00110704   0.050192   0.124589   0.108045   0.091247   0.0744804   0.0581043   0.0425493   0.028349   0.0161555   0.00675324
x30205011   5   CH4   17.0906   6.87741   0.0724804   0.00916755   0.308162   1.35002   4.10243   11.4336   17.0192   17.0615   17.0803
x30205011   10   CH4   1.80E-06   4.24E-06   9.39E-06   7.91E-06   6.64E-06   5.56E-06   4.64E-06   3.86E-06   3.20E-06   2.65E-06   2.18E-06
x30205011   1   CO   1.95315   1.95814   1.95814   1.95814   1.95814   1.95814   1.95814   1.95813   1.95811   1.9579   1.95677
x30205011   2   CO   5.0402   6.23807   7.59229   7.32163   7.01791   6.70231   6.39012   6.08967   5.80357   5.5332   5.2788
x30205011   3   CO   5.51462   5.67522   5.81541   5.7814   5.74976   5.71966   5.69009   5.66009   5.62861   5.59461   5.55698
x30205011   4   CO   3.94848   5.08148   5.88397   5.73289   5.56667   5.38476   5.18669   4.97213   4.74093   4.49309   4.2288
x30205011   5   CO   1.69329   0.678029   3.50479   3.0578   2.53565   1.90725   1.12777   0.254621   0.905776   1.25762   1.49884
x30205011   6   CO   6.25074   6.15396   6.02124   6.05448   6.08542   6.11428   6.14119   6.16629   6.18968   6.21149   6.23182
x30205011   7   CO   5.90623   5.85642   5.78368   5.80209   5.81916   5.83496   5.84956   5.863   5.87535   5.88664   5.89693
x30205011   8   CO   5.82408   5.81845   5.79504   5.80182   5.80768   5.81265   5.81673   5.81994   5.82228   5.82375   5.82435
x30205011   9   CO   5.58485   5.65624   5.717   5.70467   5.69164   5.67793   5.66361   5.64873   5.63335   5.61754   5.60134
x30205011   10   CO   5.27284   5.3356   5.40305   5.38765   5.37249   5.35755   5.34285   5.32839   5.31416   5.30016   5.28638
x30205012   1   CH4   0.0030088   7.27E-07   0   0   0   8.08E-08   3.23E-07   2.91E-06   2.62E-05   0.000210097   0.000995233
x30205012   2   CH4   0.100471   0.000239075   0.356183   0.196034   0.0915392   0.0313845   0.00436352   0.00103349   0.0140853   0.0378765   0.0678896
x30205012   3   CH4   12.9538   11.4735   9.86633   10.1976   10.5496   10.9153   11.2875   11.6582   12.0185   12.3602   12.6745
x30205012   7   CO   0.000811578   1.16E-07   5.71E-11   2.14E-10   9.61E-10   5.34E-09   3.85E-08   3.77E-07   4.30E-06   3.79E-05   0.000207259
x30205012   8   CO   58.2441   26.3167   4.02235   7.30329   11.6792   16.9988   23.0648   29.6899   36.6945   43.9092   51.1522
x30205012   9   CO   19.5461   18.2503   16.6849   17.0041   17.3486   17.7079   18.0708   18.4263   18.7626   19.0684   19.3328
x30205012   12   CO   17.8572   20.1723   22.4854   21.977   21.4641   20.9484   20.4311   19.9136   19.3968   18.8814   18.3681
x30205012   13   CO   0.0454363   0.444301   1.96625   1.56154   1.19052   0.858075   0.569829   0.332321   0.152713   0.0389977   1.39E-05
x30205013   1   CH4   8.55E-05   3.10E-05   3.02E-05   3.02E-05   3.02E-05   3.04E-05   3.07E-05   3.16E-05   3.49E-05   4.37E-05   5.99E-05
x30205013   2   CH4   0.0183238   0.00582444   4.73E-08   0.000345993   0.00132483   0.00282649   0.00474071   0.00698257   0.00949462   0.0122381   0.0151884
x30205013   3   CH4   0.00303331   0.0129829   0.0266898   0.023342   0.0201735   0.0171732   0.0143386   0.0116702   0.00918016   0.00688681   0.00482318
x30205013   4   CH4   0.506539   0.0480986   0.399526   0.313645   0.229099   0.148917   0.0779009   0.0238578   3.96E-05   0.0304053   0.162533
x30205013   5   CH4   2.5081   2.50708   2.5048   2.50546   2.50602   2.5065   2.50691   2.50724   2.50752   2.50775   2.50794
x30205013   6   CH4   1.44541   1.44527   1.44513   1.44516   1.44519   1.44522   1.44525   1.44528   1.44531   1.44535   1.44538
x30205013   7   CH4   2.50936   2.50927   2.50916   2.50918   2.50921   2.50923   2.50926   2.50928   2.5093   2.50932   2.50935
x30205013   8   CO   7.30768   7.35667   7.3567   7.3567   7.3567   7.3567   7.35669   7.35662   7.356   7.35195   7.33841
x30205013   9   CO   100.821   23.9288   0.226475   0.380107   3.29534   9.30421   18.3441   30.1878   44.5854   61.2992   80.1218
x30205013   10   CO   2.44903   3.87338   5.34511   5.00081   4.66924   4.34698   4.0304   3.71681   3.40344   3.08844   2.77052
x30205013   11   CO   0.220978   2.73335   6.76111   5.92883   5.05335   4.14131   3.2047   2.26494   1.36132   0.570137   0.0546487
x30205013   17   CO   5.98163   2.73849   0.909487   1.21422   1.57364   1.99179   2.47287   3.02143   3.64183   4.33859   5.11692
x30205014   1   CH4   2.92E-05   3.10E-05   3.10E-05   3.10E-05   3.10E-05   3.10E-05   3.10E-05   3.10E-05   3.07E-05   3.07E-05   3.04E-05
x30205014   2   CH4   0.0607081   0.0009237   1.01E-05   6.07E-07   4.13E-05   0.000186745   0.000562956   0.00149168   0.00383069   0.00988621   0.0253424
x30205014   3   CH4   1.4637   0.678043   0.0847173   0.178159   0.299855   0.44171   0.59683   0.761241   0.931793   1.10664   1.28432
x30205014   4   CH4   1.29502   0.569961   0.104684   0.182132   0.275857   0.383877   0.504847   0.638024   0.783089   0.940361   1.11059
x30205014   5   CH4   0.937311   0.172022   2.17617   1.57393   1.05497   0.625397   0.295296   0.0797149   2.13E-05   0.0860748   0.379835
x30205014   6   CH4   4.42813   4.42475   185.349   83.1681   13.9964   2.70051   4.41078   4.42653   4.42729   4.42768   4.42794
x30205014   7   CH4   5.83024   5.83   5.82964   5.82975   5.82983   5.82991   5.82997   5.83003   5.83009   5.83014   5.83019
x30205014   8   CH4   4.42951   4.42935   4.42914   4.42919   4.42924   4.42928   4.42933   4.42937   4.42941   4.42944   4.42948
x30205014   9   CH4   4.42974   4.42967   4.42957   4.4296   4.42962   4.42965   4.42967   4.42968   4.4297   4.42971   4.42973
x30205014   10   CH4   5.83092   5.83092   5.83092   5.83092   5.83092   5.83092   5.83092   5.83092   5.83092   5.83092   5.83092
x30205014   11   CH4   4.4298   4.4298   4.4298   4.4298   4.4298   4.4298   4.4298   4.4298   4.4298   4.4298   4.4298
x30205014   12   CH4   1.92767   1.92767   1.92767   1.92767   1.92767   1.92767   1.92767   1.92767   1.92767   1.92767   1.92767
x30205014   13   CH4   4.4298   4.4298   4.4298   4.4298   4.4298   4.4298   4.4298   4.4298   4.4298   4.4298   4.4298
x30205014   15   CO   2.9343   0.925541   0.0299688   0.129264   0.289545   0.50502   0.77254   1.09138   1.46272   1.88993   2.37812
x30205014   16   CO   0.615726   0.00732149   0.209918   0.120867   0.0538006   0.012145   0.00033931   0.0239414   0.089687   0.20533   0.378937
x30205014   17   CO   9.63372   1.73574   2.06498   2.65246   2.97204   0.789629   0.598057   2.99051   5.29143   7.12408   8.53824
x30205014   18   CO   6.05502   3.07111   0.0310928   0.450911   1.12911   1.90058   2.68581   3.44762   4.16917   4.84451   5.47261
x30205014   19   CO   2.92438   1.28018   0.0434058   0.206883   0.455369   0.760451   1.10126   1.46246   1.83273   2.20367   2.56905
x30205014   20   CO   9.76251   14.9085   25.4367   22.3947   19.8097   17.6128   15.7405   14.1402   12.7733   11.6036   10.6031
x30205015   1   CH4   0.000977567   0.000952011   0.000952011   0.000952011   0.000952011   0.000952011   0.000952011   0.000952011   0.000952011   0.000958368   0.000964747
x30205015   2   CH4   0.113852   0.019444   0.046933   0.0433973   0.0380445   0.0316424   0.0239035   0.0146437   0.00493471   9.04E-05   0.0187657
x30205015   3   CH4   5.9229   0.18165   3.92694   2.08598   0.788205   0.117455   0.0313187   0.447549   1.29089   2.50608   4.05809
x30205015   4   CH4   5.20107   3.38771   31.035   22.5034   15.3669   9.57682   5.11598   2.00257   0.299496   0.123008   1.66203
x30205015   5   CH4   51.3397   30.4259   669.665   396.079   176.41   34.8601   4.34233   48.028   51.2793   51.3362   51.3391
x30205015   7   CH4   1.02E-07   1.65E-07   2.63E-07   2.38E-07   2.15E-07   1.93E-07   1.74E-07   1.56E-07   1.40E-07   1.26E-07   1.13E-07
x30205015   8   CH4   3.93E-08   5.73E-08   8.89E-08   8.03E-08   7.27E-08   6.60E-08   6.01E-08   5.48E-08   5.02E-08   4.61E-08   4.25E-08
x30205015   9   CH4   6.34E-09   1.19E-08   1.87E-08   1.72E-08   1.56E-08   1.41E-08   1.27E-08   1.12E-08   9.86E-09   8.59E-09   7.42E-09
x30205015   10   CH4   4.91E-15   1.68E-14   1.12E-13   7.68E-14   4.55E-14   1.05E-13   2.01E-14   1.41E-14   1.02E-14   1.15E-14   6.03E-15
x30205015   11   CH4   5.52E-16   8.77E-16   1.29E-15   1.18E-15   1.08E-15   9.85E-16   8.98E-16   8.17E-16   7.42E-16   6.73E-16   6.10E-16
x30205015   12   CH4   1.87E-17   2.47E-17   3.27E-17   3.08E-17   2.89E-17   2.72E-17   2.55E-17   2.39E-17   2.25E-17   2.12E-17   1.99E-17
x30205015   13   CO   1.77209   1.7721   1.7721   1.7721   1.7721   1.7721   1.7721   1.7721   1.7721   1.7721   1.7721
x30205015   14   CO   5.62538   1.48988   1.77101   1.76373   1.73907   1.6853   1.57817   1.36608   0.961781   0.317512   0.13698
x30205015   15   CO   5450.38   2117.06   135.303   352.387   711.83   1202.2   1793.39   2455.6   3165.93   3908.58   4673.11
x30205015   16   CO   4.47038   2.77539   1.25337   1.56844   1.89911   2.24217   2.59538   2.95741   3.32725   3.70421   4.08664
x30205015   17   CO   1.55044   0.0844269   0.000306497   0.000103986   0.000719902   0.000187546   0.0105993   0.342734   0.946038   1.27888   1.45244
x30205015   18   CO   1.58578   1.5087   1.38438   1.41863   1.44843   1.47465   1.49796   1.5189   1.53788   1.5552   1.57111
x30205017   1   C2H6   8.81078   8.80393   8.8038   8.8038   8.80381   8.80384   8.80388   8.804   8.80433   8.80527   8.80741
x30205017   2   C2H6   8.92337   8.82702   8.682   8.71824   8.75282   8.78471   8.81362   8.83974   8.86348   8.88516   8.90505
x30205017   3   C2H6   8.90169   8.86754   8.83988   8.84609   8.85216   8.85821   8.86437   8.87078   8.87759   8.88492   8.89291
x30205017   4   C2H6   8.90626   8.65894   8.42562   8.47422   8.52497   8.57754   8.63154   8.68654   8.74205   8.79754   8.85247
x30205017   5   C2H6   10.0003   9.42795   8.90752   8.93047   8.96891   9.04843   9.23719   9.73981   10.0001   10.0003   10.0003
x30205017   7   C2H6   5.06266   5.06266   5.06266   5.06266   5.06266   5.06266   5.06266   5.06266   5.06266   5.06266   5.06266
x30205017   8   C2H6   5.06266   5.06266   5.06266   5.06266   5.06266   5.06266   5.06266   5.06266   5.06266   5.06266   5.06266
x30205017   9   C2H6   2.03863   2.03863   2.03863   2.03863   2.03863   2.03863   2.03863   2.03863   2.03863   2.03863   2.03863
x30205018   1   C2H6   1.38465   1.38051   1.38042   1.38042   1.38043   1.38044   1.38047   1.38058   1.38096   1.38181   1.38304
x30205018   2   C2H6   1.4747   1.45604   1.41925   1.4296   1.43862   1.44638   1.45306   1.45881   1.46376   1.46801   1.47164
x30205018   3   C2H6   1.23778   1.26119   1.28273   1.27842   1.27378   1.26889   1.26379   1.25856   1.25327   1.24799   1.2428
x30205018   4   C2H6   0.969528   0.865658   0.792896   0.805826   0.820673   0.837369   0.855815   0.875894   0.89747   0.920386   0.944469
x30205018   5   C2H6   0.169792   0.809357   2.65978   2.08649   1.61821   1.23947   0.936464   0.696631   0.508907   0.363753   0.253005
x30205018   6   C2H6   0.320104   0.190729   0.0817864   0.103455   0.126728   0.151422   0.177351   0.204352   0.23226   0.260927   0.290255
x30205018   7   C2H6   9.05E-22   0.185311   0.365324   0.318949   0.276867   0.238392   0.20264   0.167823   0.127971   0.0340414   3.53E-20
x30205018   8   C2H6   1.85E-28   6.35E-27   1.22E-23   1.21E-24   1.70E-25   3.89E-26   9.25E-27   3.91E-27   2.59E-26   1.63E-25   1.35E-23
x30205018   9   C2H6   1.22E-31   5.35E-28   1.23E-30   2.25E-30   7.15E-31   2.47E-29   5.23E-31   3.95E-31   2.38E-31   1.83E-31   1.92E-31
x30205018   10   C2H6   6.53E-34   1.35E-33   0   3.08E-27   6.21E-30   8.43E-28   5.11E-33   1.99E-33   5.05E-34   1.66E-33   8.37E-34
x30205018   11   C2H6   2.43E-37   4.78E-38   0   3.59E-38   3.17E-32   5.66E-38   0   4.61E-38   6.88E-28   3.98E-38   0
x30205019   1   C2H6   4.5911   4.3909   4.35097   4.35585   4.3628   4.3715   4.38327   4.40017   4.42551   4.46404   4.51999
x30205019   2   C2H6   4.88276   4.85816   4.71446   4.76775   4.80622   4.83297   4.85132   4.86378   4.87213   4.87757   4.88092
x30205019   3   C2H6   4.85075   4.86079   4.86821   4.86741   4.86598   4.8641   4.86194   4.85962   4.85725   4.85493   4.85273
x30205019   4   C2H6   4.54506   4.44952   4.46032   4.45209   4.44675   4.4448   4.44682   4.45346   4.4655   4.48391   4.50995
x30205019   5   C2H6   3.31935   3.31935   3.31935   3.31935   3.31935   3.31935   3.31935   3.31935   3.31935   3.31935   3.31935
x30205019   6   C2H6   1.64E-20   8.56E-18   8.74E-17   4.69E-17   2.39E-17   1.14E-17   8.93E-18   3.54E-18   1.30E-18   7.74E-19   1.52E-18
x30205019   7   C2H6   2.59E-25   2.09E-23   0   4.63E-24   2.62E-25   9.59E-26   1.06E-25   1.48E-23   3.65E-25   0   0
x30205019   8   C2H6   4.26E-30   1.13E-28   1.78E-27   2.83E-26   3.03E-27   1.49E-29   3.85E-27   1.78E-30   7.07E-28   2.53E-28   5.38E-30
x30205019   9   C2H6   4.99E-31   1.03E-30   6.18E-29   0   1.51E-30   1.73E-30   1.15E-30   9.55E-31   8.11E-31   6.69E-31   5.86E-31
x30205019   10   C2H6   8.44E-33   2.04E-32   0   4.12E-32   3.37E-32   5.08E-31   2.25E-32   1.85E-32   1.47E-32   1.25E-32   1.03E-32
x30205019   11   C2H6   0   3.15E-34   8.25E-34   6.71E-34   5.42E-34   4.39E-34   3.52E-34   2.81E-34   2.24E-34   6.51E-31   1.39E-34
x30205019   12   C2H6   0   2.35E-25   7.07E-29   2.43E-36   7.09E-36   3.84E-25   1.12E-36   2.13E-33   1.78E-35   3.07E-34   2.60E-37
x30205020   4   C2H6   16.955   16.9519   15.6217   15.7888   16.0551   16.4465   16.8843   16.9549   16.955   16.955   16.955
x30205020   5   C2H6   12.3798   12.3798   12.3798   12.3798   12.3798   12.3798   12.3798   12.3798   12.3798   12.3798   12.3798
x30205020   6   C2H6   3.86E-14   1.22E-13   3.33E-13   2.70E-13   2.17E-13   1.73E-13   1.38E-13   1.08E-13   8.46E-14   6.56E-14   5.05E-14
x30205020   7   C2H6   1.81E-15   6.97E-15   2.55E-14   1.93E-14   1.45E-14   1.08E-14   8.08E-15   6.01E-15   4.46E-15   3.30E-15   2.44E-15
x30205020   8   C2H6   8.84E-17   3.11E-16   1.17E-15   8.68E-16   6.46E-16   4.82E-16   3.60E-16   2.69E-16   2.03E-16   1.53E-16   1.16E-16
x30205020   9   C2H6   6.44E-18   1.99E-17   6.22E-17   4.80E-17   3.72E-17   2.89E-17   2.25E-17   1.76E-17   1.37E-17   1.07E-17   8.58E-18
x30205020   10   C2H6   2.16E-19   1.02E-18   4.60E-18   3.40E-18   2.58E-18   1.92E-18   1.40E-18   1.02E-18   7.25E-19   5.14E-19   3.51E-19
x30205020   11   C2H6   3.88E-21   1.32E-20   1.28E-19   9.20E-20   5.81E-20   3.30E-20   2.08E-20   1.03E-20   1.64E-20   1.10E-20   2.53E-21
x30205020   12   C2H6   2.35E-22   2.19E-23   5.43E-21   1.31E-21   2.50E-21   7.99E-22   2.21E-22   1.08E-26   1.40E-23   9.86E-22   0
x30205020   13   C2H6   7.48E-29   1.93E-27   2.40E-25   1.03E-25   1.53E-22   3.28E-24   4.04E-25   3.39E-27   1.20E-27   4.18E-28   1.57E-28
x30205020   14   C2H6   5.79E-31   6.33E-31   1.77E-29   1.43E-29   1.53E-25   3.48E-31   4.33E-31   6.58E-29   0   3.51E-31   8.37E-31
x30205020   15   C2H6   1.98E-34   1.73E-33   6.03E-28   7.28E-32   6.66E-32   1.02E-32   2.99E-33   6.53E-33   6.21E-33   1.96E-33   1.01E-33
x30205020   16   C2H6   4.23E-35   1.44E-34   4.48E-34   3.34E-34   2.42E-34   2.04E-34   1.87E-34   8.67E-35   9.80E-35   8.13E-35   6.86E-35
x30205020   17   C2H6   6.10E-36   1.21E-35   2.81E-35   2.40E-35   2.05E-35   1.13E-36   2.01E-35   1.65E-35   9.59E-36   7.80E-36   8.55E-36
x30205020   18   C2H6   2.21E-36   2.78E-36   4.62E-36   5.84E-36   4.68E-36   3.55E-36   3.12E-36   2.79E-36   2.86E-36   3.62E-36   2.88E-36
x30205020   19   C2H6   2.76E-36   2.36E-36   2.35E-36   2.48E-36   2.17E-36   2.11E-36   2.36E-36   2.35E-36   2.39E-36   2.43E-36   2.54E-36
x30205020   20   C2H6   5.09E-36   3.70E-36   2.85E-36   3.11E-36   3.16E-36   3.34E-36   3.57E-36   3.80E-36   4.09E-36   4.36E-36   4.68E-36
x30205021   12   HCN   6.84E-07   7.79E-11   3.72E-14   1.38E-13   6.18E-13   3.45E-12   2.54E-11   2.62E-10   3.29E-09   3.24E-08   1.83E-07
x30205021   13   HCN   0.0328741   0.0105641   0.00140861   0.0025471   0.00415981   0.0062929   0.00898947   0.0123009   0.0162848   0.0210047   0.0265171
x30205021   14   HCN   0.271445   0.203037   0.150699   0.162103   0.173556   0.185125   0.196957   0.20927   0.222384   0.236731   0.252854
x30205021   15   HCN   1.84653   8.63101   17.2748   15.3337   13.3834   11.4477   9.55336   7.73046   6.01176   4.43266   3.03099
x30205021   16   HCN   8.01589   20.7793   36.9722   33.2026   29.5077   25.9151   22.4531   19.1484   16.0276   13.1162   10.438
x30205021   17   HCN   11.9005   0.879137   1.43851   0.569019   0.0857848   0.0345532   0.465681   1.43403   2.99809   5.21981   8.1653
x30205021   19   HCN   3066.09   2547.65   1941.44   2072.56   2206.9   2343.21   2479.86   2614.71   2744.93   2866.98   2976.08
x30205021   20   HCN   3.92109   3.92097   3.92023   3.92054   3.92073   3.92085   3.92093   3.92098   3.92102   3.92106   3.92107
x30205021   21   HCN   5.30E-11   9.44E-11   1.23E-10   8.48E-11   1.71E-10   9.54E-11   6.54E-11   8.15E-11   8.19E-11   8.11E-11   6.77E-11
x30205021   22   HCN   5.37E-12   2.02E-13   3.63E-12   4.92E-14   8.98E-13   7.86E-12   4.41E-13   8.08E-15   1.40E-13   1.11E-13   5.39E-13
x30205021   1   NO   0.000427437   0.000336905   0.000394727   0.000393126   0.000389933   0.00038122   0.000359485   0.000297411   0.000148914   3.59E-06   0.000105819
x30205021   2   NO   0.00429313   0.00397003   0.00328461   0.00340182   0.00356695   0.00373847   0.00389882   0.00403415   0.00414043   0.00421907   0.00426926
